AppName,RelPath,File,SourceCategory,SourceKind,LineStart,LineEnd,Func,RawSql,SqlClean,UsageKind,IsWrite,HasCrossDb,DbList,ObjectCount,IsDynamic,ConnName,ConnDb,QueryHash,RiskLevel,DefinedInRelPath,DefinedInLine
golang-sample,go2/impl.go,impl.go,code,go,69,69,GetVlsRate,"
		select Period, JPeriod, CurrencyCode, BiRateExchange
		USDRateExchange, JISDORRate, USDRateExcJisdor
		from dbo.VLSRate_TM
		where Period = ?
			","select Period, JPeriod, CurrencyCode, BiRateExchange
		USDRateExchange, JISDORRate, USDRateExcJisdor
		from dbo.VLSRate_TM
		where Period = ?",SELECT,false,false,,1,false,c.db.ConnRead,,67488d36b6c27a2efc4d4445a441820d8ebf7482,LOW,go2/impl.go,61
golang-sample,go2/impl.go,impl.go,code,go,87,88,GetVlsTransaction,"
	SELECT src,dealno
		,customer_id,acc_id
		,trx_branch,trx_date
		,trx_datetime,currency_code
		,amount,rate
		,InUSD,SourceKey
		,JISDORRate,InUSDJISDOR
		,m_pl_key,NIKAgent
		,GuidProcess,m_pl_key1
		,lcs_flag,buy_sell_code
		,product,in_usd_before
		,in_usd_total
	FROM dbo.VLSTransactions_TR
	WHERE dealno IN (?)
","SELECT src,dealno
		,customer_id,acc_id
		,trx_branch,trx_date
		,trx_datetime,currency_code
		,amount,rate
		,InUSD,SourceKey
		,JISDORRate,InUSDJISDOR
		,m_pl_key,NIKAgent
		,GuidProcess,m_pl_key1
		,lcs_flag,buy_sell_code
		,product,in_usd_before
		,in_usd_total
	FROM dbo.VLSTransactions_TR
	WHERE dealno IN (?)",SELECT,false,false,,1,false,c.db.ConnRead,,d4f170294f1cef0ff54a9695c6e8b7750e1926bf,LOW,go2/golang/go2/query.go,20
golang-sample,go2/impl.go,impl.go,code,go,97,98,GetVlsTransaction,"
	SELECT src,dealno
		,customer_id,acc_id
		,trx_branch,trx_date
		,trx_datetime,currency_code
		,amount,rate
		,InUSD,SourceKey
		,JISDORRate,InUSDJISDOR
		,m_pl_key,NIKAgent
		,GuidProcess,m_pl_key1
		,lcs_flag,buy_sell_code
		,product,in_usd_before
		,in_usd_total
	FROM dbo.VLSTransactionsToday_TR
	WHERE dealno IN (?)
","SELECT src,dealno
		,customer_id,acc_id
		,trx_branch,trx_date
		,trx_datetime,currency_code
		,amount,rate
		,InUSD,SourceKey
		,JISDORRate,InUSDJISDOR
		,m_pl_key,NIKAgent
		,GuidProcess,m_pl_key1
		,lcs_flag,buy_sell_code
		,product,in_usd_before
		,in_usd_total
	FROM dbo.VLSTransactionsToday_TR
	WHERE dealno IN (?)",SELECT,false,false,,1,false,c.db.ConnRead,,adeba31b807526db62239653c658a0ab5b60a392,LOW,go2/golang/go2/query.go,36
golang-sample,go2/query.go,query.go,code,go,3,3,,"
	SELECT TOP 1 current_working_date
	FROM dbo.control_table
","SELECT TOP 1 current_working_date
	FROM dbo.control_table",SELECT,false,false,,1,false,,,5e2e34e6c7b66a6e103a624e2b7e66e772c61c4e,LOW,go2/query.go,3
golang-sample,go2/query.go,query.go,code,go,8,8,,"
	SELECT DISTINCT TRIM(CFCOUN)
	FROM dbo.CFMAST
	WHERE (CFCIF = ?)
","SELECT DISTINCT TRIM(CFCOUN)
	FROM dbo.CFMAST
	WHERE (CFCIF = ?)",SELECT,false,false,,1,false,,,a9228bfc4e196770dce2c08013cd672b99697836,LOW,go2/query.go,8
golang-sample,go2/query.go,query.go,code,go,14,14,,"
	SELECT CurrencyCode, BIRate
	FROM dbo.SIBSCurrencyTable_TM
	WHERE (PBOId = 500)
","SELECT CurrencyCode, BIRate
	FROM dbo.SIBSCurrencyTable_TM
	WHERE (PBOId = 500)",SELECT,false,false,,1,false,,,4c3e21fd67aec85e9073cc9adcf7b2154bed6d74,LOW,go2/query.go,14
golang-sample,go2/query.go,query.go,code,go,20,20,,"
	SELECT src,dealno
		,customer_id,acc_id
		,trx_branch,trx_date
		,trx_datetime,currency_code
		,amount,rate
		,InUSD,SourceKey
		,JISDORRate,InUSDJISDOR
		,m_pl_key,NIKAgent
		,GuidProcess,m_pl_key1
		,lcs_flag,buy_sell_code
		,product,in_usd_before
		,in_usd_total
	FROM dbo.VLSTransactions_TR
	WHERE dealno IN (?)
","SELECT src,dealno
		,customer_id,acc_id
		,trx_branch,trx_date
		,trx_datetime,currency_code
		,amount,rate
		,InUSD,SourceKey
		,JISDORRate,InUSDJISDOR
		,m_pl_key,NIKAgent
		,GuidProcess,m_pl_key1
		,lcs_flag,buy_sell_code
		,product,in_usd_before
		,in_usd_total
	FROM dbo.VLSTransactions_TR
	WHERE dealno IN (?)",SELECT,false,false,,1,false,,,d4f170294f1cef0ff54a9695c6e8b7750e1926bf,LOW,go2/query.go,20
golang-sample,go2/query.go,query.go,code,go,36,36,,"
	SELECT src,dealno
		,customer_id,acc_id
		,trx_branch,trx_date
		,trx_datetime,currency_code
		,amount,rate
		,InUSD,SourceKey
		,JISDORRate,InUSDJISDOR
		,m_pl_key,NIKAgent
		,GuidProcess,m_pl_key1
		,lcs_flag,buy_sell_code
		,product,in_usd_before
		,in_usd_total
	FROM dbo.VLSTransactionsToday_TR
	WHERE dealno IN (?)
","SELECT src,dealno
		,customer_id,acc_id
		,trx_branch,trx_date
		,trx_datetime,currency_code
		,amount,rate
		,InUSD,SourceKey
		,JISDORRate,InUSDJISDOR
		,m_pl_key,NIKAgent
		,GuidProcess,m_pl_key1
		,lcs_flag,buy_sell_code
		,product,in_usd_before
		,in_usd_total
	FROM dbo.VLSTransactionsToday_TR
	WHERE dealno IN (?)",SELECT,false,false,,1,false,,,adeba31b807526db62239653c658a0ab5b60a392,LOW,go2/query.go,36
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,13,13,,"-- name: PopulateDataFromBancaNoAAUITMAndBancaNoAAUITM :many
select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, aj.DateUpload, aj.NIKUpload 
from BancaNoAAJI_TM aj
left join BancaNoAAUI_TM au
on aj.NIK = au.NIK
WHERE  aj.NIK = @p1 OR @p2 IN ('D')
		and 
		(
			(aj.DateUpload  >= convert(varchar,@p3,112) 
				and aj.DateUpload < dateadd(dd,1,@p4)  )
			OR @p2 IN ('N') 
		)
UNION ALL
select au.NIK, au.Nama, au.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, au.DateUpload, au.NIKUpload 
from BancaNoAAUI_TM au
left join BancaNoAAJI_TM aj
on aj.NIK = au.NIK
where aj.NIK is null
	AND  au.NIK = @p1 OR @p2 IN ('D')
		and 
		(
			(au.DateUpload  >= convert(varchar,@p3,112) 
				and au.DateUpload < dateadd(dd,1,@p4)  )
			OR @p2 IN ('N') 
		)
","select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, aj.DateUpload, aj.NIKUpload 
from BancaNoAAJI_TM aj
left join BancaNoAAUI_TM au
on aj.NIK = au.NIK
WHERE  aj.NIK = @p1 OR @p2 IN ('D')
		and 
		(
			(aj.DateUpload  >= convert(varchar,@p3,112) 
				and aj.DateUpload < dateadd(dd,1,@p4)  )
			OR @p2 IN ('N') 
		)
UNION ALL
select au.NIK, au.Nama, au.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, au.DateUpload, au.NIKUpload 
from BancaNoAAUI_TM au
left join BancaNoAAJI_TM aj
on aj.NIK = au.NIK
where aj.NIK is null
	AND  au.NIK = @p1 OR @p2 IN ('D')
		and 
		(
			(au.DateUpload  >= convert(varchar,@p3,112) 
				and au.DateUpload < dateadd(dd,1,@p4)  )
			OR @p2 IN ('N') 
		)",SELECT,false,false,,2,false,,,ed6f6b30f5e3fa33792f6e74777324b3a497ec21,LOW,go3/aajiQueries.sql.go,13
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,60,65,PopulateDataFromBancaNoAAUITMAndBancaNoAAUITM,"-- name: PopulateDataFromBancaNoAAUITMAndBancaNoAAUITM :many
select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, aj.DateUpload, aj.NIKUpload 
from BancaNoAAJI_TM aj
left join BancaNoAAUI_TM au
on aj.NIK = au.NIK
WHERE  aj.NIK = @p1 OR @p2 IN ('D')
		and 
		(
			(aj.DateUpload  >= convert(varchar,@p3,112) 
				and aj.DateUpload < dateadd(dd,1,@p4)  )
			OR @p2 IN ('N') 
		)
UNION ALL
select au.NIK, au.Nama, au.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, au.DateUpload, au.NIKUpload 
from BancaNoAAUI_TM au
left join BancaNoAAJI_TM aj
on aj.NIK = au.NIK
where aj.NIK is null
	AND  au.NIK = @p1 OR @p2 IN ('D')
		and 
		(
			(au.DateUpload  >= convert(varchar,@p3,112) 
				and au.DateUpload < dateadd(dd,1,@p4)  )
			OR @p2 IN ('N') 
		)
","select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, aj.DateUpload, aj.NIKUpload 
from BancaNoAAJI_TM aj
left join BancaNoAAUI_TM au
on aj.NIK = au.NIK
WHERE  aj.NIK = @p1 OR @p2 IN ('D')
		and 
		(
			(aj.DateUpload  >= convert(varchar,@p3,112) 
				and aj.DateUpload < dateadd(dd,1,@p4)  )
			OR @p2 IN ('N') 
		)
UNION ALL
select au.NIK, au.Nama, au.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, au.DateUpload, au.NIKUpload 
from BancaNoAAUI_TM au
left join BancaNoAAJI_TM aj
on aj.NIK = au.NIK
where aj.NIK is null
	AND  au.NIK = @p1 OR @p2 IN ('D')
		and 
		(
			(au.DateUpload  >= convert(varchar,@p3,112) 
				and au.DateUpload < dateadd(dd,1,@p4)  )
			OR @p2 IN ('N') 
		)",SELECT,false,false,,2,false,ctx,,ed6f6b30f5e3fa33792f6e74777324b3a497ec21,LOW,go3/golang/go3/aajiQueries.sql.go,13
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,97,97,,"-- name: GetDataFromAAJITM :many
select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, 
(
    select top 1 au.AAUI from BancaNoAAUI_TM au where au.NIK = aj.NIK
	order by au.DateUpload desc
) as AAUI,
(
    select top 1 au.DateExpire from BancaNoAAUI_TM au where au.NIK = aj.NIK
	order by au.DateUpload desc
) as DateExpireAAUI, aj.DateUpload, aj.NIKUpload 
from BancaNoAAJI_TM aj order by NIK desc
","select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, 
(
    select top 1 au.AAUI from BancaNoAAUI_TM au where au.NIK = aj.NIK
	order by au.DateUpload desc
) as AAUI,
(
    select top 1 au.DateExpire from BancaNoAAUI_TM au where au.NIK = aj.NIK
	order by au.DateUpload desc
) as DateExpireAAUI, aj.DateUpload, aj.NIKUpload 
from BancaNoAAJI_TM aj order by NIK desc",SELECT,false,false,,2,false,,,982f032c438801a2a2472bb95b27fc058f073069,LOW,go3/aajiQueries.sql.go,97
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,123,123,GetDataFromAAJITM,"-- name: GetDataFromAAJITM :many
select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, 
(
    select top 1 au.AAUI from BancaNoAAUI_TM au where au.NIK = aj.NIK
	order by au.DateUpload desc
) as AAUI,
(
    select top 1 au.DateExpire from BancaNoAAUI_TM au where au.NIK = aj.NIK
	order by au.DateUpload desc
) as DateExpireAAUI, aj.DateUpload, aj.NIKUpload 
from BancaNoAAJI_TM aj order by NIK desc
","select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, 
(
    select top 1 au.AAUI from BancaNoAAUI_TM au where au.NIK = aj.NIK
	order by au.DateUpload desc
) as AAUI,
(
    select top 1 au.DateExpire from BancaNoAAUI_TM au where au.NIK = aj.NIK
	order by au.DateUpload desc
) as DateExpireAAUI, aj.DateUpload, aj.NIKUpload 
from BancaNoAAJI_TM aj order by NIK desc",SELECT,false,false,,2,false,ctx,,982f032c438801a2a2472bb95b27fc058f073069,LOW,go3/golang/go3/aajiQueries.sql.go,97
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,155,155,,"-- name: GetDataFromAAUITM :many
select au.NIK, au.Nama, au.JobTitle,
( 
    select top 1 aj.AAJI from BancaNoAAJI_TM aj where aj.NIK = au.NIK 
	order by aj.DateUpload desc
) as AAJI, 
(
    select top 1 aj.DateExpire from BancaNoAAJI_TM aj where aj.NIK = au.NIK 
	order by aj.DateUpload desc
) as DateExpireAAJI, au.AAUI, au.DateExpire, au.DateUpload, au.NIKUpload 
from BancaNoAAUI_TM au left join BancaNoAAJI_TM aj
on aj.NIK = au.NIK
where aj.NIK is null
","select au.NIK, au.Nama, au.JobTitle,
( 
    select top 1 aj.AAJI from BancaNoAAJI_TM aj where aj.NIK = au.NIK 
	order by aj.DateUpload desc
) as AAJI, 
(
    select top 1 aj.DateExpire from BancaNoAAJI_TM aj where aj.NIK = au.NIK 
	order by aj.DateUpload desc
) as DateExpireAAJI, au.AAUI, au.DateExpire, au.DateUpload, au.NIKUpload 
from BancaNoAAUI_TM au left join BancaNoAAJI_TM aj
on aj.NIK = au.NIK
where aj.NIK is null",SELECT,false,false,,2,false,,,19c8d45f263b4cff05ce871776081c4d676490ba,LOW,go3/aajiQueries.sql.go,155
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,183,183,GetDataFromAAUITM,"-- name: GetDataFromAAUITM :many
select au.NIK, au.Nama, au.JobTitle,
( 
    select top 1 aj.AAJI from BancaNoAAJI_TM aj where aj.NIK = au.NIK 
	order by aj.DateUpload desc
) as AAJI, 
(
    select top 1 aj.DateExpire from BancaNoAAJI_TM aj where aj.NIK = au.NIK 
	order by aj.DateUpload desc
) as DateExpireAAJI, au.AAUI, au.DateExpire, au.DateUpload, au.NIKUpload 
from BancaNoAAUI_TM au left join BancaNoAAJI_TM aj
on aj.NIK = au.NIK
where aj.NIK is null
","select au.NIK, au.Nama, au.JobTitle,
( 
    select top 1 aj.AAJI from BancaNoAAJI_TM aj where aj.NIK = au.NIK 
	order by aj.DateUpload desc
) as AAJI, 
(
    select top 1 aj.DateExpire from BancaNoAAJI_TM aj where aj.NIK = au.NIK 
	order by aj.DateUpload desc
) as DateExpireAAJI, au.AAUI, au.DateExpire, au.DateUpload, au.NIKUpload 
from BancaNoAAUI_TM au left join BancaNoAAJI_TM aj
on aj.NIK = au.NIK
where aj.NIK is null",SELECT,false,false,,2,false,ctx,,19c8d45f263b4cff05ce871776081c4d676490ba,LOW,go3/golang/go3/aajiQueries.sql.go,155
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,215,215,,"-- name: DeleteBatchIdFromBancaMTranAAJIAAUITT :exec
delete from BancaMTranAAJIAAUI_TT where BatchId = @p1
",delete from BancaMTranAAJIAAUI_TT where BatchId = @p1,DELETE,true,false,,2,false,,,8594b37a90090ac9fe85b2a291a6b0de2d13af73,MEDIUM,go3/aajiQueries.sql.go,215
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,220,220,DeleteBatchIdFromBancaMTranAAJIAAUITT,"-- name: DeleteBatchIdFromBancaMTranAAJIAAUITT :exec
delete from BancaMTranAAJIAAUI_TT where BatchId = @p1
",delete from BancaMTranAAJIAAUI_TT where BatchId = @p1,DELETE,true,false,,2,false,ctx,,8594b37a90090ac9fe85b2a291a6b0de2d13af73,MEDIUM,go3/golang/go3/aajiQueries.sql.go,215
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,224,224,,"-- name: CheckNIKIfNotRegisterOnPeopleSoftFromPSEmployeev :many
select EMPLID from PSEmployee_v where EMPLID = @p1
",select EMPLID from PSEmployee_v where EMPLID = @p1,SELECT,false,false,,1,false,,,4b9a303582b4b4c3d18e0003684205396626dc65,LOW,go3/aajiQueries.sql.go,224
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,229,229,CheckNIKIfNotRegisterOnPeopleSoftFromPSEmployeev,"-- name: CheckNIKIfNotRegisterOnPeopleSoftFromPSEmployeev :many
select EMPLID from PSEmployee_v where EMPLID = @p1
",select EMPLID from PSEmployee_v where EMPLID = @p1,SELECT,false,false,,1,false,ctx,,4b9a303582b4b4c3d18e0003684205396626dc65,LOW,go3/golang/go3/aajiQueries.sql.go,224
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,251,251,,"-- name: CheckNIKIsRegisterFromBancaNoAAJITM :many
SELECT NIK from BancaNoAAUI_TM where NIK = @p1
",SELECT NIK from BancaNoAAUI_TM where NIK = @p1,SELECT,false,false,,1,false,,,fd1a1930e24a57581233cced7b600fb3a7532586,LOW,go3/aajiQueries.sql.go,251
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,256,256,CheckNIKIsRegisterFromBancaNoAAJITM,"-- name: CheckNIKIsRegisterFromBancaNoAAJITM :many
SELECT NIK from BancaNoAAUI_TM where NIK = @p1
",SELECT NIK from BancaNoAAUI_TM where NIK = @p1,SELECT,false,false,,1,false,ctx,,fd1a1930e24a57581233cced7b600fb3a7532586,LOW,go3/golang/go3/aajiQueries.sql.go,251
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,278,278,,"-- name: CheckTransactionIsExistByNIKANDStatusFromBancaMTranAAJIAAUITT :many
select NIKSeller from BancaMTranAAJIAAUI_TT where NIKSeller = @p1 and Status = 0
",select NIKSeller from BancaMTranAAJIAAUI_TT where NIKSeller = @p1 and Status = 0,SELECT,false,false,,1,false,,,6a9b6cbbda4215209f8e66506e51c4599a944c83,LOW,go3/aajiQueries.sql.go,278
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,283,283,CheckTransactionIsExistByNIKANDStatusFromBancaMTranAAJIAAUITT,"-- name: CheckTransactionIsExistByNIKANDStatusFromBancaMTranAAJIAAUITT :many
select NIKSeller from BancaMTranAAJIAAUI_TT where NIKSeller = @p1 and Status = 0
",select NIKSeller from BancaMTranAAJIAAUI_TT where NIKSeller = @p1 and Status = 0,SELECT,false,false,,1,false,ctx,,6a9b6cbbda4215209f8e66506e51c4599a944c83,LOW,go3/golang/go3/aajiQueries.sql.go,278
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,305,305,,"-- name: GetAAJIFromBancaMTranAAJIAAUITTByNIKANDStatus :many
select NIKSeller from BancaMTranAAJIAAUI_TT where AAJI = @p1 and NIKSeller != @p2 and Status = 0
",select NIKSeller from BancaMTranAAJIAAUI_TT where AAJI = @p1 and NIKSeller != @p2 and Status = 0,SELECT,false,false,,1,false,,,38b49f9e9e79067f1a6393fd7ddfa549edd71110,LOW,go3/aajiQueries.sql.go,305
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,315,315,GetAAJIFromBancaMTranAAJIAAUITTByNIKANDStatus,"-- name: GetAAJIFromBancaMTranAAJIAAUITTByNIKANDStatus :many
select NIKSeller from BancaMTranAAJIAAUI_TT where AAJI = @p1 and NIKSeller != @p2 and Status = 0
",select NIKSeller from BancaMTranAAJIAAUI_TT where AAJI = @p1 and NIKSeller != @p2 and Status = 0,SELECT,false,false,,1,false,ctx,,38b49f9e9e79067f1a6393fd7ddfa549edd71110,LOW,go3/golang/go3/aajiQueries.sql.go,305
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,337,337,,"-- name: GetAAUIFromBancaMTranAAJIAAUITTByNIKANDStatus :many
select NIKSeller from BancaMTranAAJIAAUI_TT where AAUI = @p1 and NIKSeller != @p2 and Status = 0
",select NIKSeller from BancaMTranAAJIAAUI_TT where AAUI = @p1 and NIKSeller != @p2 and Status = 0,SELECT,false,false,,1,false,,,1e9fc266b76447f90ff40fafeb8833fb11a623cf,LOW,go3/aajiQueries.sql.go,337
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,347,347,GetAAUIFromBancaMTranAAJIAAUITTByNIKANDStatus,"-- name: GetAAUIFromBancaMTranAAJIAAUITTByNIKANDStatus :many
select NIKSeller from BancaMTranAAJIAAUI_TT where AAUI = @p1 and NIKSeller != @p2 and Status = 0
",select NIKSeller from BancaMTranAAJIAAUI_TT where AAUI = @p1 and NIKSeller != @p2 and Status = 0,SELECT,false,false,,1,false,ctx,,1e9fc266b76447f90ff40fafeb8833fb11a623cf,LOW,go3/golang/go3/aajiQueries.sql.go,337
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,369,369,,"-- name: GetBancaNoAAJITMByDate :many
select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, aj.DateUpload, aj.NIKUpload from BancaNoAAJI_TM aj
left join BancaNoAAUI_TM au ON aj.NIK = au.NIK where aj.DateUpload >= @p1 and aj.DateUpload <= @p2
order by  aj.NIK
","select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, aj.DateUpload, aj.NIKUpload from BancaNoAAJI_TM aj
left join BancaNoAAUI_TM au ON aj.NIK = au.NIK where aj.DateUpload >= @p1 and aj.DateUpload <= @p2
order by  aj.NIK",SELECT,false,false,,2,false,,,8121c8af7ca0ff58f16d025cb36b8770c85578f9,LOW,go3/aajiQueries.sql.go,369
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,393,393,GetBancaNoAAJITMByDate,"-- name: GetBancaNoAAJITMByDate :many
select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, aj.DateUpload, aj.NIKUpload from BancaNoAAJI_TM aj
left join BancaNoAAUI_TM au ON aj.NIK = au.NIK where aj.DateUpload >= @p1 and aj.DateUpload <= @p2
order by  aj.NIK
","select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, aj.DateUpload, aj.NIKUpload from BancaNoAAJI_TM aj
left join BancaNoAAUI_TM au ON aj.NIK = au.NIK where aj.DateUpload >= @p1 and aj.DateUpload <= @p2
order by  aj.NIK",SELECT,false,false,,2,false,ctx,,8121c8af7ca0ff58f16d025cb36b8770c85578f9,LOW,go3/golang/go3/aajiQueries.sql.go,369
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,425,425,,"-- name: GetBancaNoAAJITMByNIKDate :many
select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, aj.DateUpload, aj.NIKUpload from BancaNoAAJI_TM aj
left join BancaNoAAUI_TM au ON aj.NIK = au.NIK where aj.DateUpload >= @p1 and aj.DateUpload <= @p2 and aj.NIK = @p3
order by aj.NIK
","select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, aj.DateUpload, aj.NIKUpload from BancaNoAAJI_TM aj
left join BancaNoAAUI_TM au ON aj.NIK = au.NIK where aj.DateUpload >= @p1 and aj.DateUpload <= @p2 and aj.NIK = @p3
order by aj.NIK",SELECT,false,false,,2,false,,,492edaf631dd771bc526aead7ee6279d70997822,LOW,go3/aajiQueries.sql.go,425
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,450,450,GetBancaNoAAJITMByNIKDate,"-- name: GetBancaNoAAJITMByNIKDate :many
select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, aj.DateUpload, aj.NIKUpload from BancaNoAAJI_TM aj
left join BancaNoAAUI_TM au ON aj.NIK = au.NIK where aj.DateUpload >= @p1 and aj.DateUpload <= @p2 and aj.NIK = @p3
order by aj.NIK
","select aj.NIK, aj.Nama, aj.JobTitle, aj.AAJI, aj.DateExpire, au.AAUI, au.DateExpire, aj.DateUpload, aj.NIKUpload from BancaNoAAJI_TM aj
left join BancaNoAAUI_TM au ON aj.NIK = au.NIK where aj.DateUpload >= @p1 and aj.DateUpload <= @p2 and aj.NIK = @p3
order by aj.NIK",SELECT,false,false,,2,false,ctx,,492edaf631dd771bc526aead7ee6279d70997822,LOW,go3/golang/go3/aajiQueries.sql.go,425
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,482,482,,"-- name: GetLastInsertedBatchId :one
SELECT cast(max(BatchId) as int) as BatchId FROM BancaMTranAAJIAAUI_TT
",SELECT cast(max(BatchId) as int) as BatchId FROM BancaMTranAAJIAAUI_TT,EXEC,true,false,,1,false,,,021cb023b31036c7991162b665f49770ba018d0a,MEDIUM,go3/aajiQueries.sql.go,482
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,487,487,GetLastInsertedBatchId,"-- name: GetLastInsertedBatchId :one
SELECT cast(max(BatchId) as int) as BatchId FROM BancaMTranAAJIAAUI_TT
",SELECT cast(max(BatchId) as int) as BatchId FROM BancaMTranAAJIAAUI_TT,EXEC,true,false,,1,false,ctx,,021cb023b31036c7991162b665f49770ba018d0a,MEDIUM,go3/golang/go3/aajiQueries.sql.go,482
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,493,493,,"-- name: GetNIKFromBancaNoAAJITMByAAUIANDNIK :many
select au.NIK from BancaNoAAUI_TM au where au.AAUI = @p1 and au.NIK != @p2
",select au.NIK from BancaNoAAUI_TM au where au.AAUI = @p1 and au.NIK != @p2,SELECT,false,false,,1,false,,,cf88a0ebea8bf362757fa0bc3aaf9abd546c4d4a,LOW,go3/aajiQueries.sql.go,493
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,503,503,GetNIKFromBancaNoAAJITMByAAUIANDNIK,"-- name: GetNIKFromBancaNoAAJITMByAAUIANDNIK :many
select au.NIK from BancaNoAAUI_TM au where au.AAUI = @p1 and au.NIK != @p2
",select au.NIK from BancaNoAAUI_TM au where au.AAUI = @p1 and au.NIK != @p2,SELECT,false,false,,1,false,ctx,,cf88a0ebea8bf362757fa0bc3aaf9abd546c4d4a,LOW,go3/golang/go3/aajiQueries.sql.go,493
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,525,525,,"-- name: GetNIKFromBancaNoAAUITMByAAJIANDNIK :many
select aj.NIK from BancaNoAAJI_TM aj where aj.AAJI = @p1 and aj.NIK != @p2
",select aj.NIK from BancaNoAAJI_TM aj where aj.AAJI = @p1 and aj.NIK != @p2,SELECT,false,false,,1,false,,,a6de6b7a9e8e75b86bed7c4064b9d637f5a30c5e,LOW,go3/aajiQueries.sql.go,525
golang-sample,go3/aajiQueries.sql.go,aajiQueries.sql.go,code,go,535,535,GetNIKFromBancaNoAAUITMByAAJIANDNIK,"-- name: GetNIKFromBancaNoAAUITMByAAJIANDNIK :many
select aj.NIK from BancaNoAAJI_TM aj where aj.AAJI = @p1 and aj.NIK != @p2
",select aj.NIK from BancaNoAAJI_TM aj where aj.AAJI = @p1 and aj.NIK != @p2,SELECT,false,false,,1,false,ctx,,a6de6b7a9e8e75b86bed7c4064b9d637f5a30c5e,LOW,go3/golang/go3/aajiQueries.sql.go,525
